pagina,categoria,titulo,coordenadas_geograficas,endereco,local,telefone,email,instagram,site,funcionamento,servicos_instalacoes,forma_pagamento,contingente,projetos_sociais,observacoes_criticas,observacoes,texto_bruto,forma_de_acesso,id,latitude,longitude,status_coord,categoria_normalizada,categoria_id,dist_rota_m,km_rota,segmento_rota,ponto_projetado_rota
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Linha Alter do Chão — trecho da Estrada do Pindobal,"-2.505757522373398, -54.95336098288163",Terminal de Alter do Chão / Estrada do Pindobal; ponto exato a confirmar,Praia do Pindobal — Belterra/PA,,,,,Sem horário específico publicado para o trecho da Estrada do Pindobal; consultar a operadora.,O Anexo Único da Resolução CMT nº 007/2026 inclui a Estrada do Pindobal no itinerário da Linha Alter do Chão.,"Tarifa da Linha Alter do Chão: R$ 5,90; estudante: R$ 1,95, conforme Resolução CMT nº 007/2026.",,,,"A menção à Estrada do Pindobal não confirma que o ônibus chegue à Praia do Pindobal ou à faixa de areia. Confirmar sentido, ponto de desembarque, operação efetiva e o trecho final até a praia; condições da estrada podem alterar a circulação.",Fonte oficial do itinerário: https://transparencia.santarem.pa.gov.br/storage/attachments/resolucao-no-0072026-de-24-de-marco-de-2026-fPyQ44.pdf,Ônibus — Alter do Chão ↔ trecho da Estrada do Pindobal,174,-2.505757522373398,-54.95336098288163,ok,transporte,transporte,343.9,33.27,656,"[-54.950456, -2.506827]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,VemParaAlter — transfer para Pindobal,,Atendimento on-line; saída combinada em Santarém ou Alter do Chão,Praia do Pindobal — Belterra/PA,,,,https://vemparaalter.com.br/blog/transfer-santarem-alter-do-chao/,,"Transfer privado para Praia do Pindobal a partir de Alter do Chão; veículos climatizados e motoristas familiarizados com a região, conforme a página consultada.",,,,,"Não é linha regular. Solicitar cotação com antecedência e confirmar ida, espera, retorno Pindobal → Alter/Santarém, tipo de veículo e condições da Estrada do Pindobal.",Fonte: https://vemparaalter.com.br/blog/transfer-santarem-alter-do-chao/,Carro/van privada — Santarém → Alter do Chão → Pindobal; retorno sob agendamento,175,,,ausente,transporte,transporte,,,,
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Cuicuera Ecotour — transfer terrestre,"-2.504715670015448, -54.94994149014548","Rua Dom Macedo Costa, 54, Alter do Chão, Santarém–PA",Vila de Alter do Chão — Santarém/PA,(93) 3527-1151 / (93) 99132-6160,cuicueraecotour@gmail.com,,https://www.cuicueraecotour.com.br/carro,,Transfer e passeio terrestre de Alter do Chão para a Praia do Pindobal; grupos de até 6 pessoas na página consultada.,,,,,"Agendar. Confirmar preço, tempo de espera, ida e volta e condição da estrada. O serviço é privado, não uma linha coletiva.",Fonte: https://www.cuicueraecotour.com.br/translados?lang=en,Carro/transfer privado — Alter do Chão ↔ Pindobal; Santarém ↔ Alter sob consulta,176,-2.504715670015448,-54.94994149014548,ok,transporte,transporte,241.6,33.27,656,"[-54.950456, -2.506827]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Cronos Ecoturismo — transfer e receptivo,"-2.504501451389825, -54.949957505487745","Rua Dom Macedo Costa, 837B — Anexo Coração Verde, Alter do Chão/Santarém–PA, 68060-050",Vila de Alter do Chão — Santarém/PA,(93) 99183-5423 / (93) 99120-5649,,,https://cronostransfer.com/?lang=en,Agendamento on-line; confirmar disponibilidade e horários.,Site oficial: transfer regular para Alter do Chão e passeio de lancha. Referências atuais de clientes indicam passeios para Pindobal e Belterra com carro à disposição.,,,,,"Para Pindobal, tratar como transfer/passeio privativo: confirmar rota, capacidade, ponto de embarque e retorno Pindobal → Alter/Santarém.",Fontes: https://cronostransfer.com/?lang=en | https://wanderlog.com/place/details/357598/cronos-transfer-ecoturismo--alter-do-ch%C3%A3o,Carro/van privada — Santarém ↔ Alter do Chão; Pindobal sob consulta,177,-2.504501451389825,-54.949957505487745,ok,transporte,transporte,264.5,33.27,656,"[-54.950456, -2.506827]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Cuicuera Ecotour — lancha turística Alter/Pindobal,"-2.504683514257579, -54.94993076130998",Ponto de embarque combinado em Alter do Chão; confirmar com a operadora,Praia do Pindobal — Belterra/PA,(93) 3527-1151 / (93) 99132-6160,cuicueraecotour@gmail.com,,https://www.cuicueraecotour.com.br/translados?lang=en,,Passeio de lancha de Alter do Chão para Praia do Pindobal; duração anunciada de 1 dia e grupo de até 6 pessoas.,,,,,"Não é linha regular. Ida e volta por agendamento; confirmar ponto de embarque, valor atualizado, horário de retorno, lotação e credenciamento da embarcação.",Fonte: https://www.cuicueraecotour.com.br/translados?lang=en | Segurança/ordenamento: https://santarem.pa.gov.br/noticias/portos/prefeitura-acompanha-novas-normas-de-seguranca-da-navegacao-definidas-para-o-balneario-de-alter-do-chao-dtdywd,Barco/lancha — Alter do Chão ↔ Praia do Pindobal,178,-2.504683514257579,-54.94993076130998,ok,transporte,transporte,245.4,33.27,656,"[-54.950456, -2.506827]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Cuicuera Ecotour — lancha Alter/Santarém,"-2.5047478257725277, -54.94987711713236",Saída combinada em Alter do Chão ou no Porto Fluvial de Santarém,Vila de Alter do Chão — Santarém/PA,(93) 3527-1151 / (93) 99132-6160,cuicueraecotour@gmail.com,,https://www.cuicueraecotour.com.br/translados?lang=en,Agendamento antecipado; duração aproximada de 1 hora na página consultada.,Táxi/transfer fluvial privado entre Alter do Chão e Porto Fluvial de Santarém.,,,,,"Não foi localizada tabela pública de linha regular. Confirmar se o embarque será no Terminal Hidroviário de Santarém, no píer de Alter ou em outro ponto autorizado.",Fontes: https://www.cuicueraecotour.com.br/translados?lang=en | Terminais: https://santarem.pa.gov.br/noticias/mobilidade-e-transito/aberta-licitacao-para-concessao-de-terminais-hidroviarios-e-estruturas-portuarias-p5flkg,Barco/lancha privada — Alter do Chão ↔ Porto Fluvial/Terminal Hidroviário de Santarém,179,-2.5047478257725277,-54.94987711713236,ok,transporte,transporte,240.0,33.27,656,"[-54.950456, -2.506827]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Rota hidroviária — Santarém → Alter → Pindobal,"-2.425639255445661, -54.698314218981565","Terminal Hidroviário de Passageiros e Cargas Joaquim da Costa Pereira, Santarém; confirmar ponto autorizado",Praia do Pindobal — Belterra/PA,,,,,,Roteiro hidroviário turístico sob charter/agendamento; conexão prática por Alter para seguir até Pindobal.,,,,,"Não foi encontrada confirmação de linha pública regular direta do Terminal Hidroviário de Santarém para Pindobal ou Alter. Contratar operador turístico/embarcação autorizada e confirmar saída, retorno, clima, maré/vento, segurança e ponto de desembarque.",Fontes: https://santarem.pa.gov.br/noticias/mobilidade-e-transito/aberta-licitacao-para-concessao-de-terminais-hidroviarios-e-estruturas-portuarias-p5flkg | https://santarem.pa.gov.br/noticias/portos/prefeitura-acompanha-novas-normas-de-seguranca-da-navegacao-definidas-para-o-balneario-de-alter-do-chao-dtdywd,Barco/voadeira privada — Terminal Hidroviário de Santarém → Alter do Chão → Pindobal,180,-2.425639255445661,-54.698314218981565,ok,transporte,transporte,4073.9,0.038,2,"[-54.730693, -2.442842]"
Pesquisa de transporte 2026,transporte para acesso a Pindobal,Rota hidroviária — Pindobal → Alter/Santarém,"-2.558287416434415, -54.97844345946103",Embarque na Praia do Pindobal somente em ponto combinado com o operador,Praia do Pindobal — Belterra/PA,,,,,,"Retorno hidroviário por agendamento, preferencialmente via Alter; conexão posterior para Santarém por lancha privada ou ônibus.",,,,,"Não presumir saída regular na praia. Confirmar horário de retorno antes de embarcar, capacidade, colete, registro/credenciamento, condição do rio e alternativa terrestre.",Fontes: https://www.cuicueraecotour.com.br/translados?lang=en | https://santarem.pa.gov.br/noticias/mobilidade-e-transito/aberta-licitacao-para-concessao-de-terminais-hidroviarios-e-estruturas-portuarias-p5flkg | https://santarem.pa.gov.br/noticias/portos/prefeitura-acompanha-novas-normas-de-seguranca-da-navegacao-definidas-para-o-balneario-de-alter-do-chao-dtdywd,Barco/voadeira privada — Pindobal → Alter do Chão → Porto Fluvial/Terminal Hidroviário de Santarém,181,-2.558287416434415,-54.97844345946103,ok,transporte,transporte,26.9,42.319,865,"[-54.978506, -2.558521]"
Pesquisa Google Maps 2026,restaurante e cervejaria,Tapajós Cervejaria,"-2.4791195182034493, -54.80250253991073","Rodovia Doutor Everaldo Martins (PA-457), km 6, São Brás, Santarém - PA, CEP 68020-991",Comunidade São Brás — Santarém/PA,(93) 99138-5101,,,,,"Cervejaria artesanal, restaurante e pub",,,,,"Perfil público consultado informa avaliação 4,9/5 com 257 avaliações; confirmar horário e funcionamento antes da visita.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Tapaj%C3%B3s%20Cervejaria%20Santar%C3%A9m%20PA | Fonte complementar: https://www.tripadvisor.pt/Restaurant_Review-g673261-d23487173-Reviews-Tapajos_Cervejaria-Santarem_State_of_Para.html,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 km 6 → Alter do Chão → Estrada do Pindobal,182,-2.4791195182034493,-54.80250253991073,ok,alimentacao,alimentacao,329.6,10.522,270,"[-54.8023878, -2.4820812]"
Pesquisa Google Maps 2026,hospedagem,Rekantu do Poeta,"-2.5249405738172794, -54.931123774803346","Comunidade Caranazal - Rodovia Everaldo Martins (PA-457), km 26, nº 01, Santarém - PA, CEP 68020-100",Comunidade Caranazal — Santarém/PA,(93) 99152-8633,,,,,Hospedagem; perfil público do Google informa check-in às 14h,,,,,"Perfil Google Hotéis informa nota 5,0/5 com 376 avaliações; dados sujeitos a atualização.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Rekantu%20do%20Poeta%20Caranazal%20Santar%C3%A9m%20PA | Fonte Google: https://www.google.com/travel/hotels/entity/ChkI35HgqdfyxKdLGg0vZy8xMXBjOXkxN3JxEAE?gsas=1,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 km 26 → Alter do Chão → Estrada do Pindobal,183,-2.5249405738172794,-54.931123774803346,ok,hospedagem,hospedagem,31.5,29.994,561,"[-54.9309555, -2.5247122]"
Pesquisa Google Maps 2026,hospedagem,Sorrizal Pousada,"-2.5336791387787967, -54.92299717480321","Rodovia Everaldo Martins (PA-457), km 27, Comunidade Caranazal - Eixo Forte, Santarém - PA, CEP 68109-000",Comunidade Caranazal — Santarém/PA,(93) 99139-2698,ativosassessoriacontabil20@gmail.com,,,,Pousada; cadastro empresarial indica atividade de hotelaria,,,,,Cadastro empresarial ativo desde abril de 2026; confirmar se já está recebendo hóspedes e validar o ponto exato no Maps.,Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Sorrizal%20Pousada%20Santar%C3%A9m%20PA | Fonte complementar: https://casadosdados.com.br/solucao/cnpj/sorrizal-pousada-ltda-66376796000190,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 km 27 → Alter do Chão → Estrada do Pindobal,184,-2.5336791387787967,-54.92299717480321,ok,hospedagem,hospedagem,130.7,28.364,521,"[-54.9226254, -2.5347941]"
Pesquisa Google Maps 2026,restaurante e bar,Espaço Caranazal,"-2.522108191724025, -54.93324374596767","Comunidade Caranazal, Rodovia Everaldo Martins (PA-457), km 25 - Santarém - PA",Comunidade Caranazal — Santarém/PA,,,,,"10h às 18h, de terça a domingo, conforme guia público consultado","Restaurante, bar e áreas para descanso",,150,,,Horário e capacidade são de guia público; confirmar diretamente antes da visita.,Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Caranazal%20Santar%C3%A9m%20PA | Fonte complementar: https://visitesantarem.blogspot.com/2019/07/floresta-encantada-santarem.html,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 km 25 → Alter do Chão → Estrada do Pindobal,185,-2.522108191724025,-54.93324374596767,ok,alimentacao,alimentacao,26.5,30.397,578,"[-54.9334618, -2.5222051]"
Pesquisa Google Maps 2026,camping e hospedagem,Camping e Pousada Maloca e Rodas,"-2.555556, -54.967646","Estrada do Pindobal - Praia do Pindobal, Belterra - PA, CEP 68143-000",Praia do Pindobal — Belterra/PA,(93) 98107-7701,anacampoficial@gmail.com,,,,"Camping e pousada com cozinha comunitária, banheiro e estrutura para veículos recreativos; pet friendly",,,,,"Fonte informa distância aproximada de 800 m da Praia do Pindobal; confirmar reserva, acesso e condições da estrada.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=-2.555555804970515%2C-54.96764574232981 | Fonte complementar: https://anacamp.com/conveniado/belterra-camping-e-pousada-maloca-e-rodas/,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal (aprox. 800 m antes da praia),186,-2.555556,-54.967646,ok,hospedagem,hospedagem,10.8,40.629,839,"[-54.9676495, -2.5556528]"
Pesquisa Google Maps 2026,restaurante e hospedagem,Miralha Pindobal Restaurante e Pousada,"-2.559276824581694, -54.97722631603383","Rua da Praia, nº 5 - Praia do Pindobal, Belterra - PA, CEP 68143-000",Praia do Pindobal — Belterra/PA,(93) 99195-0219,,,,,"Restaurante de frutos do mar, pousada, mesas ao ar livre, serviço de mesa, estacionamento e acesso para cadeirantes",Aceita cartão de crédito e pagamento digital,,,,O estabelecimento também aparece em fontes antigas como Restaurante e Pousada Katryne; confirmar nome comercial atual e horários.,Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Miralha%20Pindobal%20Restaurante%20e%20Pousada | Fonte complementar: https://www.tripadvisor.com.br/Restaurant_Review-g2442849-d5383715-Reviews-Restaurante_e_Pousada_Katryne-Belterra_State_of_Para.html,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal → Rua da Praia,187,-2.559276824581694,-54.97722631603383,ok,hospedagem,hospedagem,44.3,42.159,864,"[-54.9775134, -2.5595536]"
Pesquisa Google Maps 2026,restaurante e hospedagem,Bellacasa Gourmet / Rancho da Maria,"-2.5621125446676976, -54.9753237459676","Praia do Pindobal, Belterra - PA, CEP 68143-000",Praia do Pindobal — Belterra/PA,(93) 99125-3654,,@bellacasagourmet,https://wa.me/5593991253654,"Sexta 8h26–18h; sábado 8h26–19h26; domingo 8h26–18h30; fechado de segunda a quinta, conforme perfil consultado",Restaurante e hospedagem,,,,,Horários incomuns foram reproduzidos da listagem pública e precisam ser confirmados diretamente.,Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Bellacasa%20Gourmet%20Rancho%20da%20Maria%20Pindobal | Fonte complementar: https://restaurantguru.com.br/BellaCasa-Gourmet-Brazil,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal → Praia do Pindobal,188,-2.5621125446676976,-54.9753237459676,ok,hospedagem,hospedagem,207.9,41.927,860,"[-54.97566, -2.560273]"
Pesquisa Google Maps 2026,posto de combustível,Posto ICCAR,"-2.4257330350183137, -54.71167855055101","Avenida Engenheiro Fernando Guilhon, 3069 - Salvação, Santarém - PA, CEP 68037-001",Santarém/PA,(91) 3202-7038,oneiza_leal@yahoo.com.br,,,Confirmar diretamente com o estabelecimento,Comércio varejista de combustíveis para veículos automotores,,,,,"Posto localizado no corredor urbano de saída de Santarém, antes da entrada da PA-457. Licença de operação nº 2023/0000234 informada como vigente até 29/11/2027. O número predial também aparece como 3049 em cadastros empresariais; a listagem de navegação utiliza 3069.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Posto%20ICCAR%20Avenida%20Engenheiro%20Fernando%20Guilhon%203069%20Santar%C3%A9m%20PA | Mapa de navegação: https://www.waze.com/live-map/directions/posto-iccar-av.-eng.-fernando-guilhon-3069-santarem?to=place.w.200017647.2000438619.24496164 | Fonte cadastral: https://guiapj.com.br/consulta-cnpj/02280133006397,Carro — Terminal Rodoviário → Av. Cuiabá/Av. Moaçara → Av. Engenheiro Fernando Guilhon → abastecimento antes da PA-457 → Alter do Chão → Estrada do Pindobal,189,-2.4257330350183137,-54.71167855055101,ok,combustivel,combustivel,2734.3,0.614,17,"[-54.732781, -2.438391]"
Pesquisa Google Maps 2026,posto de combustível,Auto Posto Fernando Guilhon,"-2.4504117271821473, -54.76016201920918","Rodovia Engenheiro Fernando Guilhon, 2797 - esquina com Avenida Pirelli, Salvação, Santarém - PA, CEP 68035-000",Santarém/PA,(93) 3522-5281,autoposto.nacional@hotmail.com,,,Confirmar diretamente com o estabelecimento,Comércio varejista de combustíveis e lubrificantes para veículos automotores,,,,,"Posto situado no corredor urbano de saída de Santarém, antes da entrada da PA-457. Confirmar bandeira, combustíveis disponíveis, horário e formas de pagamento.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Auto%20Posto%20Fernando%20Guilhon%202797%20Santar%C3%A9m%20PA | Fonte cadastral: https://www.diariocidade.com/pa/santarem/guia/auto-posto-fernando-guilhon-27838724000165/,Carro — Terminal Rodoviário → Av. Cuiabá/Av. Moaçara → Rod. Engenheiro Fernando Guilhon → abastecimento antes da PA-457 → Alter do Chão → Estrada do Pindobal,190,-2.4504117271821473,-54.76016201920918,ok,combustivel,combustivel,103.1,4.091,109,"[-54.7598012, -2.4512661]"
Pesquisa Google Maps 2026,farmácia,Drogaria Vila Farma,"-2.5033862743135304, -54.95309740363894","Rua Turiano Meira - Alter do Chão, Santarém - PA, CEP 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99202-9603,,,,"Segunda a sexta, 9h às 18h; sábado e domingo fechada, conforme diretório consultado",Drogaria e produtos farmacêuticos,,,,,"Horário de diretório comercial; confirmar por telefone, especialmente em feriados e fins de semana.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Drogaria%20Vila%20Farma%20Alter%20do%20Ch%C3%A3o | Fonte complementar: https://www.encontrasantarem.com/sobre/drogaria-vila-farma-santarem-pa,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → centro de Alter do Chão → Estrada do Pindobal,191,-2.5033862743135304,-54.95309740363894,ok,farmacia,farmacia,482.2,33.27,656,"[-54.950456, -2.506827]"
Pesquisa Google Maps 2026,saúde e emergência,UBS 24h de Alter do Chão,"-2.50253812581242, -54.95429971976261","Travessa Nossa Senhora da Saúde, entre as ruas Argentino Sardinha e Tabatinga - Nova União, Alter do Chão, Santarém - PA",Vila de Alter do Chão — Santarém/PA,,,,,"Atendimento 24 horas, conforme Prefeitura de Santarém","Atendimento médico e de enfermagem, procedimentos, odontologia e farmácia da unidade",,,,,Unidade pública de saúde; em emergência grave acionar SAMU 192. Confirmar fluxos e serviços disponíveis no dia.,Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=UBS%2024h%20Alter%20do%20Ch%C3%A3o | Fonte: https://santarem.pa.gov.br/pautas/saude/apos-obras-de-reforma-alter-do-chao-recebe-ubs-24h-revitalizada-gy02pa?portal=institutional,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Nova União/Alter do Chão → Estrada do Pindobal,192,-2.50253812581242,-54.95429971976261,ok,saude,saude,640.1,33.27,656,"[-54.950456, -2.506827]"
Pesquisa Google Maps 2026,segurança e emergência,Posto do Corpo de Bombeiros de Alter do Chão,"-2.5025025882032637, -54.954272476652015","Alter do Chão, Santarém - PA; confirmar endereço exato no atendimento",Vila de Alter do Chão — Santarém/PA,(93) 98404-2267,,,,Plantão de emergência; confirmar disponibilidade local,Atendimento do Corpo de Bombeiros,,,,,Em emergência ligar também para 193; o endereço exato não foi publicado no guia consultado.,Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Corpo%20de%20Bombeiros%20Alter%20do%20Ch%C3%A3o | Fonte: https://santarem.pa.gov.br/storage/documents/February2026/bFuTPjDBkOiiLfsytfQ0WWSXUgRgQRj8OCnV6et6.pdf,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,193,-2.5025025882032637,-54.954272476652015,ok,emergencia,emergencia,641.1,33.27,656,"[-54.950456, -2.506827]"
Pesquisa Google Maps 2026,guincho e assistência veicular,Guincho Santarém — atendimento PA-457,"-2.4206151588339533, -54.71804907116447","Atendimento móvel em Santarém, BR-163 e PA-457; base e ponto de saída devem ser confirmados",Santarém/PA,,,,,24 horas,"Reboque de carros, motos e veículos pesados; troca de pneus, recarga de bateria e atendimento de pane seca",,,,,"Serviço móvel, não necessariamente situado sobre a rota. O site direciona o contato pelo WhatsApp; confirmar número, orçamento e previsão antes de contratar.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Guincho%20Santar%C3%A9m%20PA | Fonte: https://guinchosantarempa.wlocal.site/,Atendimento móvel — Terminal Rodoviário / BR-163 / PA-457 / Alter do Chão; cobertura da Estrada do Pindobal deve ser confirmada,194,-2.4206151588339533,-54.71804907116447,ok,assistencia veicular,assistencia_veicular,2566.2,0.614,17,"[-54.732781, -2.438391]"
Pesquisa Google Maps 2026,mercado,Supermercado Mingote,"-2.5034135069608308, -54.952235317132384","Rua Turiano Meira - Alter do Chão, Santarém - PA",Vila de Alter do Chão — Santarém/PA,(93) 99247-4486,,@minicentermingote,,"Segunda a sábado, 7h às 21h15; domingo, 7h15 às 18h50, conforme listagem consultada",Supermercado e itens de abastecimento para viagem,,,,,"Confirmar horários em feriados e disponibilidade de gelo, água e mantimentos antes de seguir para Pindobal.",Consulta em 30/07/2026. Google Maps: https://www.google.com/maps/search/?api=1&query=Supermercado%20Mingote%20Alter%20do%20Ch%C3%A3o | Fonte complementar: https://www.waze.com/pt-BR/live-map/directions/supermercado-mingote-r.-turiano-meira-alter-do-chao-%28santarem%29?to=place.w.199886575.1999193430.7152336,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → centro de Alter do Chão → Estrada do Pindobal,195,-2.5034135069608308,-54.952235317132384,ok,mercado,mercado,427.9,33.27,656,"[-54.950456, -2.506827]"
